,AC SN,EICAS Message,MDC Message,LRU,ATA,B1-Equation,Type,Equation Description,Total Occurences,Consective Days,Consecutive FL,Intermittent,Reason(s) for flag,Priority,Known Top Message - Recommended Documents,MHIRJ ISE Recommendation,Additional Comments,MHIRJ ISE Input
469,15060, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,8,0,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
472,15060,CAS MESSAGE: DISPLAY COOL (AMBER),DISPLAY COOLING LOW FLOW,LO FLOW SNSR,21-61,B1-007230,Fault Message,Low flow in the display coolinghas been detected by at least oneof the two ACSCs.,2,0,0,0,Total occurances exceeded 2 occurances. ,1,"Known Nuissance: N / In-Service Document: None / FIM Task: 21−24−14−810−801 / Remarks: Crosscheck with PIREPS / EICAS
Follow FIM","Follow FIM TASK 21−24−14−810−801:
NOTE:Bombardier strongly recommends to swap the ASCSs (for T/S) before replacing the LRUs. 
1. Avionics display cooling air duct unserviceable
2. Defective wiring interface between CBP2 and JB−11
3. Avionics exhaust low−flow−detector MT26 unserviceable
4. Defective wiring interface between JB−11 and ACSC 15.
5. Defective wiring interface between JB−11 and ACSC 2",Sometimes if you only have the EICAS operators may remove the Display Cooling Fan and not the Display Cool Fan. (the MDC will tell that it is the Low Flow Sensor).,"MDT logic: Any ACSC any channel L350b27 set
b27 =  DISPLAY COOLING FAIL

Sometimes if you only have the EICAS operators may remove the Display Cooling Fan and not the Display Cool Fan. (the MDC will tell that it is the Low Flow Sensor)."
483,10035, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,3,0,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
496,10035,GEN 1 OFF,INTERNAL FAULT,IDG1,24-11,B1-007096,Fault Message,There is an internal faultdetected by GCU1.,28,1,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: N / In-Service Document: None / FIM Task: 24−11−01−810−802 / Remarks: Troubleshooting tips,"Follow FIM TASK 24−11−01−810−802:
1. IDG Low oil level
2. IDG1 G1 unserviceable",0,"GCU1 (SDI 01) L351b13 set = FAILED IDG1
Msg seems looging often (#40 in top 50 fleet)
This is likely not nuisance, as there are often Low IDG oil conditions. So follow FIM and check oil Qty is correct, if oil level is good, IDG is likely at fault."
507,10207, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,4,0,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
512,10207,CAS MESSAGE: DISPLAY COOL (AMBER),LOW FAN SPEED,DISPLAY FAN1,21-61,B1-006414,Fault Message,Low fan speed has been detected onDisplay fan1 as it was selected ON.,3,0,0,0,Total occurances exceeded 2 occurances. ,1,"Known Nuissance: N / In-Service Document: None / FIM Task: 21−24−12−810−801 / Remarks: Crosscheck with PIREPS / EICAS
Follow FIM","1. Check the cockpit display filter first, replace if necessary.
Follow FIM 21−24−12−810−801
1. Wiring
2. Avionics cooling panel PL38","Check the cockpit display filter first, replace if necessary.","MDT logic: ACSC1 L350b26 set on either Ch. A or B

Check the cockpit display filter first, replace if necessary."
519,10194, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,4,0,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
526,10301, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,3,0,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
535,10233, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,5,1,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
557,10221,GEN 2 OFF,INTERNAL FAULT,IDG2,24-11,B1-007108,Fault Message,There is an internal faultdetected by GCU2.,6,1,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: N / In-Service Document: None / FIM Task: 24−11−01−810−807 / Remarks: Troubleshooting tips,"Follow FIM TASK 24−11−01−810−807:
1. IDG low oil level
2. IDG2 G2 unserviceable.",0,"GCU2 (SDI 10) L351b13 set = FAILED IDG2
It does not seem to be a fleet wide message.
66 A/C posted 3474 msgs from 6/1/19 to 3/1/20
(1500 in AIR + 1974 ON TAXI)
This is likely not nuisance, as there are often Low IDG oil conditions. So follow FIM and check oil Qty is correct, if oil level is good, IDG is likely at fault."
567,10122, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,3,0,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
572,15062, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,5,0,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
580,15170, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,10,0,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
587,15456, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,5,0,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
