Aircraft,Tail#,Flight Leg No,ATA Main,ATA Sub,ATA,ATA Description,LRU,DateAndTime,MDC Message,Status,Flight Phase,Type,Intermittent,Equation ID,Source,Diagnostic Data,Data Used to Determine Msg,ID,Flight#
AC15454,831SK,2839,30,0,30-00,ICE & RAIN PROTECTION,L COWL A/ICE SOV,11/30/2020 16:31,FAILED CLOSED,FAILED/WIRING,TAXI,Fault,0,B1-031999,AC15454V.FMH,,"250 AIRCRAFT DISCR L 1CA001
256 AIRCRAFT DSCR2 L 000000
250 AIRCRAFT DISCR R 1CA002
256 AIRCRAFT DSCR2 R 000000",402867087646f3a60176478a223c03ec,3725
AC15456,833SK,,21,61,21-61,TEMPERATURE CONTROL,GALLEY FAN,11/30/2020 16:30,LOW FAN SPEED,FAILED/WIRING,,Service,0,B1-006902,AC15456O.SMH,,"350A ACSC 2 100002
350B ACSC 2 100003",4028670876189a4701761a03d5f421d2,
AC10330,632SK,,32,61,32-61,Proximity-Sensor System (PSS),FWD CARG LK SNSR,11/30/2020 16:30,OPEN CIRCUIT,FAILED/WIRING,,Fault,,B1-006828,AC10330T.CFM,,,4028670876189a4701761a03c7eb21c6,
AC15456,833SK,,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 16:30,LOW FAN SPEED,FAILED/WIRING,,Service,0,B1-007306,AC15456O.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",4028670876189a4701761a03d5f421d3,
AC15069,805SK,,34,25,34-25,Electronic Flight Instrument System (EFIS),PFD 1,11/30/2020 16:29,NO R-ADC-2 BUS INPUT,FAILED/WIRING,,Fault,,B1-007496,AC150693.CFM,,,4028670876189a4701761a03cd6c21ca,
AC15105,816SK,26362,34,13,34-13,Air Data System,ARP 2,11/30/2020 16:29,NO R-ARP-1 BUS OUTPUT,FAILED/WIRING,AIR,Fault,0,B1-006054,AC15105E.FMH,,350 ADC 2 000202,4028670876280d6801762887737e0305,3508
AC10174,713SK,27906,71,0,71-00,POWER PLANT,RFADEC MAINT ENG,11/30/2020 16:29,START ABORT-HOT,LRU OK/INFO,GROUND,Fault,0,B1-154200,AC101745.FMH,,"354A R FADEC 000041
354B R FADEC 000040",402867087641cd3d017642b483af12f3,3060
AC15069,805SK,,34,25,34-25,Electronic Flight Instrument System (EFIS),PFD 2,11/30/2020 16:29,NO L-ADC-2 BUS INPUT,FAILED/WIRING,,Fault,,B1-007513,AC150693.CFM,,,4028670876189a4701761a03cd6c21cb,
AC15069,805SK,22467,49,0,49-00,APU,APU ECU,11/30/2020 16:29,NO ECU-1 BUS TO DCU,FAILED/WIRING,TAXI,Fault,0,B1-005970,AC150693.FMH,"271 APU ECU 202001
350 APU ECU 000001
351 APU ECU 000001
352 APU ECU 000001
353 APU ECU 000001","273 AIRCRAFT DISCR L 0087E1
273 AIRCRAFT DISCR R 0087E2
351 DCU 1 000001
351 DCU 2 000002
351 DCU 3 ------",402867087622e717017623c7f3330fbf,3647
AC15105,816SK,26362,34,13,34-13,Air Data System,ARP 1,11/30/2020 16:29,NO L-ARP-1 BUS OUTPUT,FAILED/WIRING,AIR,Fault,0,B1-006053,AC15105E.FMH,,350 ADC 1 000201,4028670876280d6801762887737e0306,3508
AC15069,805SK,22467,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 16:28,INPUT BUS ERROR,LRU OK/INFO,TAXI,Service,1,B1-006987,AC150694.SMH,"350 IAPS IOC 1B 000203
351 IAPS IOC 1B 600003
352 IAPS IOC 1B 628E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 600001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 000203
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 600163",402867087622e717017623c7fb6f100b,3647
AC15069,805SK,22467,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 16:28,INPUT BUS ERROR,LRU OK/INFO,TAXI,Service,1,B1-006952,AC150694.SMH,"350 IAPS IOC 1A 000201
351 IAPS IOC 1A 600001
352 IAPS IOC 1A 625E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 600001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 000201
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 600000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 600163",402867087622e717017623c7fb6f100c,3647
AC15133,689CA,,34,21,34-21,Attitude and Heading Reference System (AHRS),AHC 1,11/30/2020 16:28,INTERNAL FAULT,FAILED,,Fault,,B1-005922,AC151338.CFM,"350 AHC 1 620001
351 AHC 1 6804DD",350 AHC 1 620001,4028670876189a4701761a03d2f621d0,
AC10196,740SK,,22,11,22-Nov,AUTOMATIC FLT CONTROL,FCC 1,11/30/2020 16:26,NO L-AHC-1 BUS INPUT,FAILED/WIRING,,Fault,,B1-246748,AC10196H.CFM,,,4028670876189a4701761a03aa1521a1,
AC10196,740SK,,26,0,26-00,FIRE PROTECTION,APU BTL,11/30/2020 16:26,LOW PRESSURE DETECTED,FAILED/WIRING,,Fault,,B1-008342,AC10196H.CFM,,,4028670876189a4701761a03aa1521a2,
AC10196,740SK,,26,0,26-00,FIRE PROTECTION,APU SQUIB,11/30/2020 16:26,BOTH BRIDGEWIRES OPEN,FAILED/WIRING,,Fault,,B1-008343,AC10196H.CFM,,,4028670876189a4701761a03aa2521a3,
AC10196,740SK,,26,0,26-00,FIRE PROTECTION,CARGO HRD BTL,11/30/2020 16:26,LOW PRESSURE DETECTED,FAILED/WIRING,,Fault,,B1-008350,AC10196H.CFM,,,4028670876189a4701761a03aa2521a4,
AC10196,740SK,,26,0,26-00,FIRE PROTECTION,CARGO LRD BTL,11/30/2020 16:26,LOW PRESSURE DETECTED,FAILED/WIRING,,Fault,,B1-008351,AC10196H.CFM,,,4028670876189a4701761a03aa3521a5,
AC10196,740SK,,26,0,26-00,FIRE PROTECTION,ENG BTL1,11/30/2020 16:26,LOW PRESSURE DETECTED,FAILED/WIRING,,Fault,,B1-008360,AC10196H.CFM,,,4028670876189a4701761a03aa3521a6,
AC10196,740SK,,26,0,26-00,FIRE PROTECTION,ENG BTL2,11/30/2020 16:26,LOW PRESSURE DETECTED,FAILED/WIRING,,Fault,,B1-008361,AC10196H.CFM,,,4028670876189a4701761a03aa4421a7,
AC10196,740SK,,26,0,26-00,FIRE PROTECTION,HRD AFT SQUIB,11/30/2020 16:26,BOTH BRIDGEWIRES OPEN,FAILED/WIRING,,Fault,,B1-008367,AC10196H.CFM,,,4028670876189a4701761a03aa4421a8,
AC10196,740SK,,26,0,26-00,FIRE PROTECTION,HRD FWD SQUIB,11/30/2020 16:26,BOTH BRIDGEWIRES OPEN,FAILED/WIRING,,Fault,,B1-008370,AC10196H.CFM,,,4028670876189a4701761a03aa5421a9,
AC10196,740SK,,26,0,26-00,FIRE PROTECTION,L ENG BTL1 SQUIB,11/30/2020 16:26,BOTH BRIDGEWIRES OPEN,FAILED/WIRING,,Fault,,B1-008376,AC10196H.CFM,,,4028670876189a4701761a03aa5421aa,
AC10196,740SK,,26,0,26-00,FIRE PROTECTION,L ENG BTL2 SQUIB,11/30/2020 16:26,BOTH BRIDGEWIRES OPEN,FAILED/WIRING,,Fault,,B1-008379,AC10196H.CFM,,,4028670876189a4701761a03aa6321ab,
AC10196,740SK,,26,0,26-00,FIRE PROTECTION,LRD AFT SQUIB,11/30/2020 16:26,BOTH BRIDGEWIRES OPEN,FAILED/WIRING,,Fault,,B1-008373,AC10196H.CFM,,,4028670876189a4701761a03aa6321ac,
AC10196,740SK,,26,0,26-00,FIRE PROTECTION,LRD FWD SQUIB,11/30/2020 16:26,BOTH BRIDGEWIRES OPEN,FAILED/WIRING,,Fault,,B1-008382,AC10196H.CFM,,,4028670876189a4701761a03aa7321ad,
AC10145,705SK,31623,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2B,11/30/2020 16:26,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,2,B1-007061,AC101450.SMH,"350 IAPS IOC 2B 600000
351 IAPS IOC 2B 600000
352 IAPS IOC 2B 625E40
354 IAPS IOC 2B 6FFF30
354 IAPS IOC 2B 600001
354 IAPS IOC 2B 600002
354 IAPS IOC 2B 600003","350 IAPS IOC 2B 600000
353 IOC 2B INPORTS 600001
353 IOC 2B INPORTS 600000
353 IOC 2B INPORTS 600002
353 IOC 2B INPORTS 600163",402867087646f3a6017647c53ef70921,3170
AC10196,740SK,,26,0,26-00,FIRE PROTECTION,R ENG BTL1 SQUIB,11/30/2020 16:26,BOTH BRIDGEWIRES OPEN,FAILED/WIRING,,Fault,,B1-008385,AC10196H.CFM,,,4028670876189a4701761a03aa7321ae,
AC15466,837SK,,21,61,21-61,TEMPERATURE CONTROL,GALLEY FAN,11/30/2020 16:26,LOW FAN SPEED,FAILED/WIRING,,Service,,B1-006902,AC15466Q.CSM,,"350A ACSC 2 100002
350B ACSC 2 100003",4028670876189a4701761a03e1eb21da,
AC10145,705SK,31623,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2A,11/30/2020 16:26,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,2,B1-007026,AC101450.SMH,"350 IAPS IOC 2A 600002
351 IAPS IOC 2A 600002
352 IAPS IOC 2A 625E10
354 IAPS IOC 2A 6FFF30
354 IAPS IOC 2A 600002
354 IAPS IOC 2A 600001
354 IAPS IOC 2A 600003","350 IAPS IOC 2A 600002
353 IOC 2A INPORTS 600001
353 IOC 2A INPORTS 600000
353 IOC 2A INPORTS 600002
353 IOC 2A INPORTS 600163",402867087646f3a6017647c53ef70922,3170
AC10196,740SK,,26,0,26-00,FIRE PROTECTION,R ENG BTL2 SQUIB,11/30/2020 16:26,BOTH BRIDGEWIRES OPEN,FAILED/WIRING,,Fault,,B1-008388,AC10196H.CFM,,,4028670876189a4701761a03aa8321af,
AC15466,837SK,,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 16:26,LOW FAN SPEED,FAILED/WIRING,,Service,,B1-007306,AC15466Q.CSM,,"350A ACSC 1 100000
350B ACSC 1 100001",4028670876189a4701761a03e1eb21db,
AC10145,705SK,31623,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 16:26,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-007306,AC101450.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",402867087646f3a6017647c53ef70923,3170
AC10196,740SK,,34,21,34-21,Attitude and Heading Reference System (AHRS),AHC 2,11/30/2020 16:26,INTERNAL FAULT,FAILED,,Fault,,B1-005934,AC10196H.CFM,,,4028670876189a4701761a03aa8321b0,
AC10143,656CA,30148,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2A,11/30/2020 16:26,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,0,B1-007026,AC10143G.SMH,"350 IAPS IOC 2A 000202
351 IAPS IOC 2A 600002
352 IAPS IOC 2A 625E10
354 IAPS IOC 2A 6FFF30
354 IAPS IOC 2A 600002
354 IAPS IOC 2A 600001
354 IAPS IOC 2A 600003","350 IAPS IOC 2A 000202
353 IOC 2A INPORTS 600001
353 IOC 2A INPORTS 080000
353 IOC 2A INPORTS 600002
353 IOC 2A INPORTS 600163",402867087622e7170176239187d2067f,3979
AC15466,837SK,,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 16:26,INPUT BUS ERROR,LRU OK/INFO,,Service,,B1-006952,AC15466Q.CSM,"350 IAPS IOC 1A 600001
351 IAPS IOC 1A 020001
352 IAPS IOC 1A 626E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 002001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 600001
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 600000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 6001B3",4028670876189a4701761a03e1f521dc,
AC10145,705SK,31623,28,0,28-00,FUEL,FQGC,11/30/2020 16:26,NO LA IOC-6 BUS INPUT,LRU OK/INFO,AIR,Fault,0,B1-006806,AC10145D.FMH,"276A FQGC 040001
276B FQGC 040002
277A FQGC 000081
277B FQGC 000082
351A FQGC 000001
351B FQGC 000002
352A FQGC 000001
352B FQGC 000002
353A FQGC 000401
353B FQGC 000002","353A FQGC 000401
350 IAPS IOC 1A 600001",4028670876189a4701761a8096ea2e7c,3170
AC10145,705SK,31623,21,61,21-61,TEMPERATURE CONTROL,GALLEY FAN,11/30/2020 16:26,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-006902,AC101450.SMH,,"350A ACSC 2 100002
350B ACSC 2 100003",402867087646f3a6017647c53ef70924,3170
AC10196,740SK,,38,10,Oct-38,POTABLE WATER,AFT DRN-MAST HTR,11/30/2020 16:26,HIGH TEMP/HTR SNSR OPEN,FAILED/WIRING,,Fault,,B1-005894,AC10196H.CFM,,,4028670876189a4701761a03aa9221b1,
AC10208,751SK,,33,42,33-42,NAVIGATION LIGHTS,REAR PRIM NAV LT,11/30/2020 16:26,BULB FAILED/OPEN CIRCUIT,FAILED/WIRING,,Fault,,B1-007553,AC10208Q.CFM,,,4028670876189a4701761a03b5c721b5,
AC10143,656CA,30148,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2B,11/30/2020 16:26,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,0,B1-007061,AC10143G.SMH,"350 IAPS IOC 2B 000200
351 IAPS IOC 2B 600000
352 IAPS IOC 2B 625E40
354 IAPS IOC 2B 6FFF30
354 IAPS IOC 2B 600001
354 IAPS IOC 2B 600002
354 IAPS IOC 2B 600003","350 IAPS IOC 2B 000200
353 IOC 2B INPORTS 600001
353 IOC 2B INPORTS 600000
353 IOC 2B INPORTS 600002
353 IOC 2B INPORTS 600163",402867087622e7170176239187d20680,3979
AC15086,809SK,22908,21,61,21-61,TEMPERATURE CONTROL,ACSC 1,11/30/2020 16:26,INTERNAL FAULT,FAILED/WIRING,AIR,Fault,0,B1-005812,AC15086C.FMH,"270A ACSC 1 000000
270B ACSC 1 000001
271A ACSC 1 000000
271B ACSC 1 000001
350A ACSC 1 100000
350B ACSC 1 100001
351A ACSC 1 0E0000
351B ACSC 1 000001
352A ACSC 1 000000
352B ACSC 1 000001","351A ACSC 1 0E0000
351B ACSC 1 000001",40286708763ca6e201763dc5bf0d1b50,3682
AC15086,809SK,22908,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 16:26,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-007306,AC150869.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",40286708763ca6e201763dc585d519e4,3682
AC15466,837SK,,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 16:26,INPUT BUS ERROR,LRU OK/INFO,,Service,,B1-006987,AC15466Q.CSM,"350 IAPS IOC 1B 600003
351 IAPS IOC 1B 020003
352 IAPS IOC 1B 626E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 002001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 600003
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 6001A3",4028670876189a4701761a03e20521dd,
AC10196,740SK,27684,38,10,Oct-38,POTABLE WATER,AFT DRN-MAST HTR,11/30/2020 16:23,HIGH TEMP/HTR SNSR OPEN,FAILED/WIRING,TAXI,Fault,3,B1-005894,AC101966.FMH,,351 PWS CNTRL UNIT 000C01,402867087637807c017637e747b7032f,3038
AC10141,730EV,,28,0,28-00,FUEL,FQGC,11/30/2020 16:22,NO RA IOC-6 BUS INPUT,LRU OK/INFO,,Fault,,B1-006807,AC10141U.CFM,,,4028670876189a4701761a03a1a4219a,
AC10141,730EV,,33,42,33-42,NAVIGATION LIGHTS,REAR PRIM NAV LT,11/30/2020 16:22,BULB FAILED/OPEN CIRCUIT,FAILED/WIRING,,Fault,,B1-007553,AC10141U.CFM,,,4028670876189a4701761a03a1a4219b,
AC10113,625CA,,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 16:22,LOW FAN SPEED,FAILED/WIRING,,Service,3,B1-007306,AC10113D.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",4028670876189a4701761a039be42197,
AC15096,693CA,20577,24,11,24-Nov,ELECTRICAL POWER GEN,GCU 2,11/30/2020 16:22,NO APU GCU PR SIGNAL,LRU OK/INFO,GROUND,Fault,0,B1-006892,AC15096L.FMH,"351 GCU 2 000002
352 GCU 2 000002
353 GCU 2 000042","353 APU GCU 00003F
353 GCU 2 000042",40286708762d33df01762e59056018c1,
AC15159,548CA,20631,30,0,30-00,ICE & RAIN PROTECTION,L COWL A/ICE SOV,11/30/2020 16:22,FAILED CLOSED,FAILED/WIRING,TAXI,Fault,0,B1-031999,AC15159Y.FMH,,"250 AIRCRAFT DISCR L 1CA001
256 AIRCRAFT DSCR2 L 000000
250 AIRCRAFT DISCR R 1CA002
256 AIRCRAFT DSCR2 R 000000",4028670876280d68017628879c090471,3739 B5
AC10214,753SK,26755,32,51,32-51,NOSEWHEEL STEERING,NWS ECU,11/30/2020 16:21,NO LA-IOC-6 BUS INPUT,LRU OK/INFO,AIR,Service,0,B1-007459,AC10214I.SMH,350 NWS ECU 000401,"350 NWS ECU 000401
350 IAPS IOC 1A 600001",40286708763ca6e201763e718c5930c6,3115
AC10214,753SK,26755,31,30,31-30,CREW FORCE MEAS SYS,R AIL FDR CFS,11/30/2020 16:21,R AIL FDR FORCE SENSOR,FAILED/WIRING,AIR,Service,1,B1-070186,AC10214I.SMH,,350 CTRL FORCE SNSR 00D000,40286708763ca6e201763e718c5930c7,3115
AC10214,753SK,26755,27,35,27-35,Stall Protection System (SPS),SPC,11/30/2020 16:21,ADC DATA DISAGREE,LRU OK/INFO,AIR,Service,0,B1-055774,AC10214I.SMH,"270A SPC 001201
270B SPC 001202
350A SPC 000001
350B SPC 000002
351A SPC 000001
351B SPC 000002
370A SPC 000001
370B SPC 000002","350A SPC 000001
350B SPC 000002",40286708763ca6e201763e718c6930c8,3115
AC10214,753SK,26755,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2B,11/30/2020 16:21,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,0,B1-007061,AC10214I.SMH,"350 IAPS IOC 2B 600000
351 IAPS IOC 2B 600000
352 IAPS IOC 2B 627E40
354 IAPS IOC 2B 6FFF30
354 IAPS IOC 2B 600001
354 IAPS IOC 2B 600002
354 IAPS IOC 2B 600003","350 IAPS IOC 2B 600000
353 IOC 2B INPORTS 600001
353 IOC 2B INPORTS 600000
353 IOC 2B INPORTS 600002
353 IOC 2B INPORTS 600163",40286708763ca6e201763e718c6930c9,3115
AC10214,753SK,26755,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2A,11/30/2020 16:21,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,0,B1-007026,AC10214I.SMH,"350 IAPS IOC 2A 600002
351 IAPS IOC 2A 600002
352 IAPS IOC 2A 625E10
354 IAPS IOC 2A 6FFF30
354 IAPS IOC 2A 600002
354 IAPS IOC 2A 600001
354 IAPS IOC 2A 600003","350 IAPS IOC 2A 600002
353 IOC 2A INPORTS 600001
353 IOC 2A INPORTS 600000
353 IOC 2A INPORTS 600002
353 IOC 2A INPORTS 600163",40286708763ca6e201763e718c6930ca,3115
AC10208,751SK,,33,42,33-42,NAVIGATION LIGHTS,REAR PRIM NAV LT,11/30/2020 16:21,BULB FAILED/OPEN CIRCUIT,FAILED/WIRING,,Fault,,B1-007553,AC10208O.CFM,,,4028670876189a4701761a03aef021b3,
AC10214,753SK,26754,27,35,27-35,Stall Protection System (SPS),SPC,11/30/2020 16:21,ADC DATA DISAGREE,LRU OK/INFO,AIR,Service,0,B1-055774,AC10214I.SMH,"270A SPC 001201
270B SPC 001202
350A SPC 000001
350B SPC 000002
351A SPC 000001
351B SPC 000002
370A SPC 000001
370B SPC 000002","350A SPC 000001
350B SPC 000002",40286708763ca6e201763e718c6930cb,3115
AC15086,809SK,22907,21,61,21-61,TEMPERATURE CONTROL,ACSC 1,11/30/2020 16:21,INTERNAL FAULT,FAILED/WIRING,TAXI,Fault,0,B1-005812,AC15086C.FMH,"270A ACSC 1 000020
270B ACSC 1 000021
271A ACSC 1 0000A0
271B ACSC 1 0000A1
350A ACSC 1 100000
350B ACSC 1 100001
351A ACSC 1 0E0000
351B ACSC 1 000001
352A ACSC 1 000000
352B ACSC 1 000001","351A ACSC 1 0E0000
351B ACSC 1 000001",40286708763ca6e201763dc5bf0d1b51,3682
AC10236,773SK,,21,31,21-31,Cabin Pressure Control System,CPC 1,11/30/2020 16:20,LDG ELEV SIGNAL FAULT,FAILED/WIRING,,Fault,,B1-006134,AC10236M.CFM,,,4028670876189a4701761a03c20e21c0,
AC10184,718SK,27789,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 16:20,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006987,AC101843.SMH,"350 IAPS IOC 1B 600003
351 IAPS IOC 1B 600003
352 IAPS IOC 1B 625E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 600001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 600003
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 600163",402867087641cd3d017642066ecc0354,3278
AC10236,773SK,,21,31,21-31,Cabin Pressure Control System,CPC 2,11/30/2020 16:20,LDG ELEV SIGNAL FAULT,FAILED/WIRING,,Fault,,B1-006148,AC10236M.CFM,,,4028670876189a4701761a03c21e21c1,
AC10184,718SK,27789,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 16:20,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006952,AC101843.SMH,"350 IAPS IOC 1A 600001
351 IAPS IOC 1A 600001
352 IAPS IOC 1A 626E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 600001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 600001
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 600000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 600163",402867087641cd3d017642066ecc0355,3278
AC10236,773SK,,38,10,Oct-38,POTABLE WATER,PWS SYSTEM,11/30/2020 16:20,A/C DUTY CYCLE EXCEEDED,LRU OK/INFO,,Fault,,B1-007616,AC10236M.CFM,,,4028670876189a4701761a03c21e21c2,
AC10240,774SK,25737,49,0,49-00,APU,APU ECU,11/30/2020 16:20,NO ECU-1 BUS TO DCU,FAILED/WIRING,TAXI,Fault,0,B1-005970,AC10240E.FMH,"271 APU ECU 202001
350 APU ECU 000001
351 APU ECU 000001
352 APU ECU 000001
353 APU ECU 000001","273 AIRCRAFT DISCR L 008781
273 AIRCRAFT DISCR R 008782
351 DCU 1 000001
351 DCU 2 000002
351 DCU 3 ------",4028670876189a4701761a03c54521c4,3123
AC15458,834SK,,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 16:20,LOW FAN SPEED,FAILED/WIRING,,Service,,B1-007306,AC15458T.CSM,,"350A ACSC 1 100000
350B ACSC 1 100001",4028670876189a4701761a03dbb921d6,
AC10293,791SK,18651,30,0,30-00,ICE & RAIN PROTECTION,L IB WING T SNSR,11/30/2020 16:19,CH B FAULT,FAILED/WIRING,AIR,Service,0,B1-007263,AC10293P.SMH,,350B AILC 010002,40286708765b8d1801765bf53a99063a,5618
AC10293,791SK,18651,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2B,11/30/2020 16:19,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,2,B1-007061,AC10293P.SMH,"350 IAPS IOC 2B 600000
351 IAPS IOC 2B 600000
352 IAPS IOC 2B 625E40
354 IAPS IOC 2B 6FFF30
354 IAPS IOC 2B 600001
354 IAPS IOC 2B 600002
354 IAPS IOC 2B 600003","350 IAPS IOC 2B 600000
353 IOC 2B INPORTS 600001
353 IOC 2B INPORTS 600000
353 IOC 2B INPORTS 600002
353 IOC 2B INPORTS 600163",40286708765b8d1801765bf53a99063b,5618
AC10293,791SK,18651,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2A,11/30/2020 16:19,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,2,B1-007026,AC10293P.SMH,"350 IAPS IOC 2A 600002
351 IAPS IOC 2A 600002
352 IAPS IOC 2A 625E10
354 IAPS IOC 2A 6FFF30
354 IAPS IOC 2A 600002
354 IAPS IOC 2A 600001
354 IAPS IOC 2A 600003","350 IAPS IOC 2A 600002
353 IOC 2A INPORTS 600001
353 IOC 2A INPORTS 600000
353 IOC 2A INPORTS 600002
353 IOC 2A INPORTS 600163",40286708765b8d1801765bf53a99063c,5618
AC10211,759EV,428,49,0,49-00,APU,APU ECU,11/30/2020 16:19,NO ECU-1 BUS TO DCU,FAILED/WIRING,GROUND,Fault,0,B1-005970,AC102110.FMH,"271 APU ECU 202001
350 APU ECU 000001
351 APU ECU 000001
352 APU ECU 000001
353 APU ECU 000001","273 AIRCRAFT DISCR L 008001
273 AIRCRAFT DISCR R 008002
351 DCU 1 000001
351 DCU 2 000002
351 DCU 3 ------",40286708763ca6e201763e715f152ed3,3285
AC10293,791SK,18651,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 16:19,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-007306,AC10293P.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",40286708765b8d1801765bf53a99063d,5618
AC10185,755EV,24259,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2B,11/30/2020 16:18,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-007061,AC10185Y.SMH,"350 IAPS IOC 2B 000200
351 IAPS IOC 2B 600000
352 IAPS IOC 2B 625E40
354 IAPS IOC 2B 6FFF30
354 IAPS IOC 2B 600001
354 IAPS IOC 2B 600002
354 IAPS IOC 2B 600003","350 IAPS IOC 2B 000200
353 IOC 2B INPORTS 600001
353 IOC 2B INPORTS 600000
353 IOC 2B INPORTS 600002
353 IOC 2B INPORTS 600163",40286708762d33df01762da40c34062b,3288
AC10185,755EV,24259,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2A,11/30/2020 16:18,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-007026,AC10185Y.SMH,"350 IAPS IOC 2A 000202
351 IAPS IOC 2A 600002
352 IAPS IOC 2A 627E10
354 IAPS IOC 2A 6FFF30
354 IAPS IOC 2A 600002
354 IAPS IOC 2A 600001
354 IAPS IOC 2A 600003","350 IAPS IOC 2A 000202
353 IOC 2A INPORTS 600001
353 IOC 2A INPORTS 600000
353 IOC 2A INPORTS 600002
353 IOC 2A INPORTS 600163",40286708762d33df01762da40c34062c,3288
AC10277,780SK,18308,78,31,78-31,THRUST REVERSERS,L TR ACT2 DEP SW,11/30/2020 16:18,FAILED OPEN,FAILED/WIRING,TAXI,Fault,0,B1-008154,AC10277P.FMH,,"352A L FADEC 000003
352B L FADEC 000002
272A L FADEC 000653
272B L FADEC 000652
255 AIRCRAFT DISCR L 0152C1
255 AIRCRAFT DISCR R 0152C2",4028670876189a47017619f965701e90,5890
